state,country,lat,long,date,deaths,deaths_new
ontario,canada,51.2538,-85.3232,2020-03-26,13,5
ontario,canada,51.2538,-85.3232,2020-03-27,18,5
ontario,canada,51.2538,-85.3232,2020-03-28,18,0
ontario,canada,51.2538,-85.3232,2020-03-29,21,3
ontario,canada,51.2538,-85.3232,2020-03-30,31,10
ontario,canada,51.2538,-85.3232,2020-03-31,33,2
ontario,canada,51.2538,-85.3232,2020-04-01,37,4
ontario,canada,51.2538,-85.3232,2020-04-02,53,16
ontario,canada,51.2538,-85.3232,2020-04-03,67,14
ontario,canada,51.2538,-85.3232,2020-04-04,94,27
ontario,canada,51.2538,-85.3232,2020-04-05,119,25
ontario,canada,51.2538,-85.3232,2020-04-06,150,31
ontario,canada,51.2538,-85.3232,2020-04-07,153,3
ontario,canada,51.2538,-85.3232,2020-04-08,153,0
ontario,canada,51.2538,-85.3232,2020-04-09,200,47
ontario,canada,51.2538,-85.3232,2020-04-10,222,22
ontario,canada,51.2538,-85.3232,2020-04-11,253,31
ontario,canada,51.2538,-85.3232,2020-04-12,274,21
ontario,canada,51.2538,-85.3232,2020-04-13,291,17
ontario,canada,51.2538,-85.3232,2020-04-14,334,43
ontario,canada,51.2538,-85.3232,2020-04-15,385,51
ontario,canada,51.2538,-85.3232,2020-04-16,490,105
ontario,canada,51.2538,-85.3232,2020-04-17,524,34
ontario,canada,51.2538,-85.3232,2020-04-18,564,40
ontario,canada,51.2538,-85.3232,2020-04-19,591,27
ontario,canada,51.2538,-85.3232,2020-04-20,624,33
ontario,canada,51.2538,-85.3232,2020-04-21,694,70
ontario,canada,51.2538,-85.3232,2020-04-22,762,68
ontario,canada,51.2538,-85.3232,2020-04-23,806,44
ontario,canada,51.2538,-85.3232,2020-04-24,862,56
ontario,canada,51.2538,-85.3232,2020-04-25,916,54
ontario,canada,51.2538,-85.3232,2020-04-26,960,44
ontario,canada,51.2538,-85.3232,2020-04-27,1023,63
ontario,canada,51.2538,-85.3232,2020-04-28,1072,49
ontario,canada,51.2538,-85.3232,2020-04-29,1153,81
ontario,canada,51.2538,-85.3232,2020-04-30,1205,52
ontario,canada,51.2538,-85.3232,2020-05-01,1265,60
ontario,canada,51.2538,-85.3232,2020-05-02,1292,27
ontario,canada,51.2538,-85.3232,2020-05-03,1326,34
ontario,canada,51.2538,-85.3232,2020-05-04,1446,120
prince-edward-island,canada,46.5107,-63.4168,2020-01-22,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-01-23,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-01-24,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-01-25,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-01-26,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-01-27,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-01-28,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-01-29,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-01-30,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-01-31,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-01,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-02,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-03,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-04,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-05,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-06,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-07,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-08,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-09,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-10,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-11,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-12,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-13,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-14,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-15,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-16,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-17,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-18,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-19,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-20,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-21,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-22,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-23,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-24,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-25,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-26,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-27,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-28,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-02-29,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-01,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-02,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-03,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-04,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-05,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-06,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-07,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-08,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-09,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-10,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-11,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-12,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-13,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-14,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-15,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-16,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-17,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-18,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-19,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-20,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-21,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-22,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-23,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-24,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-25,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-26,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-27,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-28,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-29,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-30,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-03-31,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-01,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-02,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-03,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-04,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-05,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-06,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-07,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-08,1,1
prince-edward-island,canada,46.5107,-63.4168,2020-04-09,0,-1
prince-edward-island,canada,46.5107,-63.4168,2020-04-10,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-11,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-12,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-13,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-14,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-15,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-16,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-17,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-18,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-19,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-20,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-21,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-22,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-23,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-24,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-25,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-26,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-27,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-28,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-29,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-04-30,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-05-01,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-05-02,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-05-03,0,0
prince-edward-island,canada,46.5107,-63.4168,2020-05-04,0,0
quebec,canada,52.9399,-73.5491,2020-01-22,0,0
quebec,canada,52.9399,-73.5491,2020-01-23,0,0
quebec,canada,52.9399,-73.5491,2020-01-24,0,0
quebec,canada,52.9399,-73.5491,2020-01-25,0,0
quebec,canada,52.9399,-73.5491,2020-01-26,0,0
quebec,canada,52.9399,-73.5491,2020-01-27,0,0
quebec,canada,52.9399,-73.5491,2020-01-28,0,0
quebec,canada,52.9399,-73.5491,2020-01-29,0,0
quebec,canada,52.9399,-73.5491,2020-01-30,0,0
quebec,canada,52.9399,-73.5491,2020-01-31,0,0
quebec,canada,52.9399,-73.5491,2020-02-01,0,0
quebec,canada,52.9399,-73.5491,2020-02-02,0,0
quebec,canada,52.9399,-73.5491,2020-02-03,0,0
quebec,canada,52.9399,-73.5491,2020-02-04,0,0
quebec,canada,52.9399,-73.5491,2020-02-05,0,0
quebec,canada,52.9399,-73.5491,2020-02-06,0,0
quebec,canada,52.9399,-73.5491,2020-02-07,0,0
quebec,canada,52.9399,-73.5491,2020-02-08,0,0
quebec,canada,52.9399,-73.5491,2020-02-09,0,0
quebec,canada,52.9399,-73.5491,2020-02-10,0,0
quebec,canada,52.9399,-73.5491,2020-02-11,0,0
quebec,canada,52.9399,-73.5491,2020-02-12,0,0
quebec,canada,52.9399,-73.5491,2020-02-13,0,0
quebec,canada,52.9399,-73.5491,2020-02-14,0,0
quebec,canada,52.9399,-73.5491,2020-02-15,0,0
quebec,canada,52.9399,-73.5491,2020-02-16,0,0
quebec,canada,52.9399,-73.5491,2020-02-17,0,0
quebec,canada,52.9399,-73.5491,2020-02-18,0,0
quebec,canada,52.9399,-73.5491,2020-02-19,0,0
quebec,canada,52.9399,-73.5491,2020-02-20,0,0
quebec,canada,52.9399,-73.5491,2020-02-21,0,0
quebec,canada,52.9399,-73.5491,2020-02-22,0,0
quebec,canada,52.9399,-73.5491,2020-02-23,0,0
quebec,canada,52.9399,-73.5491,2020-02-24,0,0
quebec,canada,52.9399,-73.5491,2020-02-25,0,0
quebec,canada,52.9399,-73.5491,2020-02-26,0,0
quebec,canada,52.9399,-73.5491,2020-02-27,0,0
quebec,canada,52.9399,-73.5491,2020-02-28,0,0
quebec,canada,52.9399,-73.5491,2020-02-29,0,0
quebec,canada,52.9399,-73.5491,2020-03-01,0,0
quebec,canada,52.9399,-73.5491,2020-03-02,0,0
quebec,canada,52.9399,-73.5491,2020-03-03,0,0
quebec,canada,52.9399,-73.5491,2020-03-04,0,0
quebec,canada,52.9399,-73.5491,2020-03-05,0,0
quebec,canada,52.9399,-73.5491,2020-03-06,0,0
quebec,canada,52.9399,-73.5491,2020-03-07,0,0
quebec,canada,52.9399,-73.5491,2020-03-08,0,0
quebec,canada,52.9399,-73.5491,2020-03-09,0,0
quebec,canada,52.9399,-73.5491,2020-03-10,0,0
quebec,canada,52.9399,-73.5491,2020-03-11,0,0
quebec,canada,52.9399,-73.5491,2020-03-12,0,0
quebec,canada,52.9399,-73.5491,2020-03-13,0,0
quebec,canada,52.9399,-73.5491,2020-03-14,0,0
quebec,canada,52.9399,-73.5491,2020-03-15,0,0
quebec,canada,52.9399,-73.5491,2020-03-16,0,0
quebec,canada,52.9399,-73.5491,2020-03-17,0,0
quebec,canada,52.9399,-73.5491,2020-03-18,0,0
quebec,canada,52.9399,-73.5491,2020-03-19,1,1
quebec,canada,52.9399,-73.5491,2020-03-20,1,0
quebec,canada,52.9399,-73.5491,2020-03-21,5,4
quebec,canada,52.9399,-73.5491,2020-03-22,4,-1
quebec,canada,52.9399,-73.5491,2020-03-23,4,0
quebec,canada,52.9399,-73.5491,2020-03-24,4,0
quebec,canada,52.9399,-73.5491,2020-03-25,6,2
quebec,canada,52.9399,-73.5491,2020-03-26,8,2
quebec,canada,52.9399,-73.5491,2020-03-27,18,10
quebec,canada,52.9399,-73.5491,2020-03-28,22,4
quebec,canada,52.9399,-73.5491,2020-03-29,22,0
quebec,canada,52.9399,-73.5491,2020-03-30,22,0
quebec,canada,52.9399,-73.5491,2020-03-31,31,9
quebec,canada,52.9399,-73.5491,2020-04-01,33,2
quebec,canada,52.9399,-73.5491,2020-04-02,36,3
quebec,canada,52.9399,-73.5491,2020-04-03,61,25
quebec,canada,52.9399,-73.5491,2020-04-04,61,0
quebec,canada,52.9399,-73.5491,2020-04-05,75,14
quebec,canada,52.9399,-73.5491,2020-04-06,121,46
quebec,canada,52.9399,-73.5491,2020-04-07,150,29
quebec,canada,52.9399,-73.5491,2020-04-08,175,25
quebec,canada,52.9399,-73.5491,2020-04-09,216,41
quebec,canada,52.9399,-73.5491,2020-04-10,241,25
quebec,canada,52.9399,-73.5491,2020-04-11,289,48
quebec,canada,52.9399,-73.5491,2020-04-12,328,39
quebec,canada,52.9399,-73.5491,2020-04-13,360,32
quebec,canada,52.9399,-73.5491,2020-04-14,435,75
quebec,canada,52.9399,-73.5491,2020-04-15,487,52
quebec,canada,52.9399,-73.5491,2020-04-16,630,143
quebec,canada,52.9399,-73.5491,2020-04-17,688,58
quebec,canada,52.9399,-73.5491,2020-04-18,688,0
quebec,canada,52.9399,-73.5491,2020-04-19,820,132
quebec,canada,52.9399,-73.5491,2020-04-20,939,119
quebec,canada,52.9399,-73.5491,2020-04-21,1044,105
quebec,canada,52.9399,-73.5491,2020-04-22,1134,90
quebec,canada,52.9399,-73.5491,2020-04-23,1243,109
quebec,canada,52.9399,-73.5491,2020-04-24,1340,97
quebec,canada,52.9399,-73.5491,2020-04-25,1446,106
quebec,canada,52.9399,-73.5491,2020-04-26,1516,70
quebec,canada,52.9399,-73.5491,2020-04-27,1600,84
quebec,canada,52.9399,-73.5491,2020-04-28,1683,83
quebec,canada,52.9399,-73.5491,2020-04-29,1762,79
quebec,canada,52.9399,-73.5491,2020-04-30,1859,97
quebec,canada,52.9399,-73.5491,2020-05-01,2022,163
quebec,canada,52.9399,-73.5491,2020-05-02,2136,114
quebec,canada,52.9399,-73.5491,2020-05-03,2206,70
quebec,canada,52.9399,-73.5491,2020-05-04,2281,75
recovered,canada,0.0,0.0,2020-01-22,0,0
recovered,canada,0.0,0.0,2020-01-23,0,0
recovered,canada,0.0,0.0,2020-01-24,0,0
recovered,canada,0.0,0.0,2020-01-25,0,0
recovered,canada,0.0,0.0,2020-01-26,0,0
recovered,canada,0.0,0.0,2020-01-27,0,0
recovered,canada,0.0,0.0,2020-01-28,0,0
recovered,canada,0.0,0.0,2020-01-29,0,0
recovered,canada,0.0,0.0,2020-01-30,0,0
recovered,canada,0.0,0.0,2020-01-31,0,0
recovered,canada,0.0,0.0,2020-02-01,0,0
recovered,canada,0.0,0.0,2020-02-02,0,0
recovered,canada,0.0,0.0,2020-02-03,0,0
recovered,canada,0.0,0.0,2020-02-04,0,0
recovered,canada,0.0,0.0,2020-02-05,0,0
recovered,canada,0.0,0.0,2020-02-06,0,0
recovered,canada,0.0,0.0,2020-02-07,0,0
recovered,canada,0.0,0.0,2020-02-08,0,0
recovered,canada,0.0,0.0,2020-02-09,0,0
recovered,canada,0.0,0.0,2020-02-10,0,0
recovered,canada,0.0,0.0,2020-02-11,0,0
recovered,canada,0.0,0.0,2020-02-12,0,0
recovered,canada,0.0,0.0,2020-02-13,0,0
recovered,canada,0.0,0.0,2020-02-14,0,0
recovered,canada,0.0,0.0,2020-02-15,0,0
recovered,canada,0.0,0.0,2020-02-16,0,0
recovered,canada,0.0,0.0,2020-02-17,0,0
recovered,canada,0.0,0.0,2020-02-18,0,0
recovered,canada,0.0,0.0,2020-02-19,0,0
recovered,canada,0.0,0.0,2020-02-20,0,0
recovered,canada,0.0,0.0,2020-02-21,0,0
recovered,canada,0.0,0.0,2020-02-22,0,0
recovered,canada,0.0,0.0,2020-02-23,0,0
recovered,canada,0.0,0.0,2020-02-24,0,0
recovered,canada,0.0,0.0,2020-02-25,0,0
recovered,canada,0.0,0.0,2020-02-26,0,0
recovered,canada,0.0,0.0,2020-02-27,0,0
recovered,canada,0.0,0.0,2020-02-28,0,0
recovered,canada,0.0,0.0,2020-02-29,0,0
recovered,canada,0.0,0.0,2020-03-01,0,0
recovered,canada,0.0,0.0,2020-03-02,0,0
recovered,canada,0.0,0.0,2020-03-03,0,0
recovered,canada,0.0,0.0,2020-03-04,0,0
recovered,canada,0.0,0.0,2020-03-05,0,0
recovered,canada,0.0,0.0,2020-03-06,0,0
recovered,canada,0.0,0.0,2020-03-07,0,0
recovered,canada,0.0,0.0,2020-03-08,0,0
recovered,canada,0.0,0.0,2020-03-09,0,0
recovered,canada,0.0,0.0,2020-03-10,0,0
recovered,canada,0.0,0.0,2020-03-11,0,0
recovered,canada,0.0,0.0,2020-03-12,0,0
recovered,canada,0.0,0.0,2020-03-13,0,0
recovered,canada,0.0,0.0,2020-03-14,0,0
recovered,canada,0.0,0.0,2020-03-15,0,0
recovered,canada,0.0,0.0,2020-03-16,0,0
recovered,canada,0.0,0.0,2020-03-17,0,0
recovered,canada,0.0,0.0,2020-03-18,0,0
recovered,canada,0.0,0.0,2020-03-19,0,0
recovered,canada,0.0,0.0,2020-03-20,0,0
recovered,canada,0.0,0.0,2020-03-21,0,0
recovered,canada,0.0,0.0,2020-03-22,0,0
recovered,canada,0.0,0.0,2020-03-23,0,0
recovered,canada,0.0,0.0,2020-03-24,0,0
recovered,canada,0.0,0.0,2020-03-25,0,0
recovered,canada,0.0,0.0,2020-03-26,0,0
recovered,canada,0.0,0.0,2020-03-27,0,0
recovered,canada,0.0,0.0,2020-03-28,0,0
recovered,canada,0.0,0.0,2020-03-29,0,0
recovered,canada,0.0,0.0,2020-03-30,0,0
recovered,canada,0.0,0.0,2020-03-31,0,0
recovered,canada,0.0,0.0,2020-04-01,0,0
recovered,canada,0.0,0.0,2020-04-02,0,0
recovered,canada,0.0,0.0,2020-04-03,0,0
recovered,canada,0.0,0.0,2020-04-04,0,0
recovered,canada,0.0,0.0,2020-04-05,0,0
recovered,canada,0.0,0.0,2020-04-06,0,0
recovered,canada,0.0,0.0,2020-04-07,0,0
recovered,canada,0.0,0.0,2020-04-08,0,0
recovered,canada,0.0,0.0,2020-04-09,0,0
recovered,canada,0.0,0.0,2020-04-10,0,0
recovered,canada,0.0,0.0,2020-04-11,0,0
recovered,canada,0.0,0.0,2020-04-12,0,0
recovered,canada,0.0,0.0,2020-04-13,0,0
recovered,canada,0.0,0.0,2020-04-14,0,0
recovered,canada,0.0,0.0,2020-04-15,0,0
recovered,canada,0.0,0.0,2020-04-16,0,0
recovered,canada,0.0,0.0,2020-04-17,0,0
recovered,canada,0.0,0.0,2020-04-18,0,0
recovered,canada,0.0,0.0,2020-04-19,0,0
recovered,canada,0.0,0.0,2020-04-20,0,0
recovered,canada,0.0,0.0,2020-04-21,0,0
recovered,canada,0.0,0.0,2020-04-22,0,0
recovered,canada,0.0,0.0,2020-04-23,0,0
recovered,canada,0.0,0.0,2020-04-24,0,0
recovered,canada,0.0,0.0,2020-04-25,0,0
recovered,canada,0.0,0.0,2020-04-26,0,0
recovered,canada,0.0,0.0,2020-04-27,0,0
recovered,canada,0.0,0.0,2020-04-28,0,0
recovered,canada,0.0,0.0,2020-04-29,0,0
recovered,canada,0.0,0.0,2020-04-30,0,0
recovered,canada,0.0,0.0,2020-05-01,0,0
recovered,canada,0.0,0.0,2020-05-02,0,0
recovered,canada,0.0,0.0,2020-05-03,0,0
recovered,canada,0.0,0.0,2020-05-04,0,0
saskatchewan,canada,52.9399,-106.4509,2020-01-22,0,0
saskatchewan,canada,52.9399,-106.4509,2020-01-23,0,0
saskatchewan,canada,52.9399,-106.4509,2020-01-24,0,0
saskatchewan,canada,52.9399,-106.4509,2020-01-25,0,0
saskatchewan,canada,52.9399,-106.4509,2020-01-26,0,0
saskatchewan,canada,52.9399,-106.4509,2020-01-27,0,0
saskatchewan,canada,52.9399,-106.4509,2020-01-28,0,0
saskatchewan,canada,52.9399,-106.4509,2020-01-29,0,0
saskatchewan,canada,52.9399,-106.4509,2020-01-30,0,0
saskatchewan,canada,52.9399,-106.4509,2020-01-31,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-01,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-02,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-03,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-04,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-05,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-06,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-07,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-08,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-09,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-10,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-11,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-12,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-13,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-14,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-15,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-16,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-17,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-18,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-19,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-20,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-21,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-22,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-23,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-24,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-25,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-26,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-27,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-28,0,0
saskatchewan,canada,52.9399,-106.4509,2020-02-29,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-01,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-02,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-03,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-04,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-05,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-06,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-07,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-08,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-09,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-10,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-11,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-12,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-13,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-14,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-15,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-16,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-17,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-18,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-19,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-20,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-21,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-22,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-23,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-24,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-25,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-26,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-27,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-28,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-29,0,0
saskatchewan,canada,52.9399,-106.4509,2020-03-30,2,2
saskatchewan,canada,52.9399,-106.4509,2020-03-31,2,0
saskatchewan,canada,52.9399,-106.4509,2020-04-01,3,1
saskatchewan,canada,52.9399,-106.4509,2020-04-02,3,0
saskatchewan,canada,52.9399,-106.4509,2020-04-03,3,0
saskatchewan,canada,52.9399,-106.4509,2020-04-04,3,0
saskatchewan,canada,52.9399,-106.4509,2020-04-05,3,0
saskatchewan,canada,52.9399,-106.4509,2020-04-06,3,0
saskatchewan,canada,52.9399,-106.4509,2020-04-07,3,0
saskatchewan,canada,52.9399,-106.4509,2020-04-08,3,0
saskatchewan,canada,52.9399,-106.4509,2020-04-09,3,0
saskatchewan,canada,52.9399,-106.4509,2020-04-10,3,0
saskatchewan,canada,52.9399,-106.4509,2020-04-11,4,1
saskatchewan,canada,52.9399,-106.4509,2020-04-12,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-13,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-14,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-15,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-16,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-17,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-18,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-19,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-20,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-21,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-22,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-23,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-24,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-25,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-26,4,0
saskatchewan,canada,52.9399,-106.4509,2020-04-27,5,1
saskatchewan,canada,52.9399,-106.4509,2020-04-28,5,0
saskatchewan,canada,52.9399,-106.4509,2020-04-29,6,1
saskatchewan,canada,52.9399,-106.4509,2020-04-30,7,1
saskatchewan,canada,52.9399,-106.4509,2020-05-01,7,0
saskatchewan,canada,52.9399,-106.4509,2020-05-02,7,0
saskatchewan,canada,52.9399,-106.4509,2020-05-03,7,0
saskatchewan,canada,52.9399,-106.4509,2020-05-04,7,0
yukon,canada,64.2823,-135.0,2020-01-22,0,0
yukon,canada,64.2823,-135.0,2020-01-23,0,0
yukon,canada,64.2823,-135.0,2020-01-24,0,0
yukon,canada,64.2823,-135.0,2020-01-25,0,0
yukon,canada,64.2823,-135.0,2020-01-26,0,0
yukon,canada,64.2823,-135.0,2020-01-27,0,0
yukon,canada,64.2823,-135.0,2020-01-28,0,0
yukon,canada,64.2823,-135.0,2020-01-29,0,0
yukon,canada,64.2823,-135.0,2020-01-30,0,0
yukon,canada,64.2823,-135.0,2020-01-31,0,0
yukon,canada,64.2823,-135.0,2020-02-01,0,0
