state,country,lat,long,date,confirmed,confirmed_new
,egypt,26.0,30.0,2020-04-11,1939,145
,egypt,26.0,30.0,2020-04-12,2065,126
,egypt,26.0,30.0,2020-04-13,2190,125
,egypt,26.0,30.0,2020-04-14,2350,160
,egypt,26.0,30.0,2020-04-15,2505,155
,egypt,26.0,30.0,2020-04-16,2673,168
,egypt,26.0,30.0,2020-04-17,2844,171
,egypt,26.0,30.0,2020-04-18,3032,188
,egypt,26.0,30.0,2020-04-19,3144,112
,egypt,26.0,30.0,2020-04-20,3333,189
,egypt,26.0,30.0,2020-04-21,3490,157
,egypt,26.0,30.0,2020-04-22,3659,169
,egypt,26.0,30.0,2020-04-23,3891,232
,egypt,26.0,30.0,2020-04-24,4092,201
,egypt,26.0,30.0,2020-04-25,4319,227
,egypt,26.0,30.0,2020-04-26,4534,215
,egypt,26.0,30.0,2020-04-27,4782,248
,egypt,26.0,30.0,2020-04-28,5042,260
,egypt,26.0,30.0,2020-04-29,5268,226
,el-salvador,13.7942,-88.8965,2020-01-22,0,0
,el-salvador,13.7942,-88.8965,2020-01-23,0,0
,el-salvador,13.7942,-88.8965,2020-01-24,0,0
,el-salvador,13.7942,-88.8965,2020-01-25,0,0
,el-salvador,13.7942,-88.8965,2020-01-26,0,0
,el-salvador,13.7942,-88.8965,2020-01-27,0,0
,el-salvador,13.7942,-88.8965,2020-01-28,0,0
,el-salvador,13.7942,-88.8965,2020-01-29,0,0
,el-salvador,13.7942,-88.8965,2020-01-30,0,0
,el-salvador,13.7942,-88.8965,2020-01-31,0,0
,el-salvador,13.7942,-88.8965,2020-02-01,0,0
,el-salvador,13.7942,-88.8965,2020-02-02,0,0
,el-salvador,13.7942,-88.8965,2020-02-03,0,0
,el-salvador,13.7942,-88.8965,2020-02-04,0,0
,el-salvador,13.7942,-88.8965,2020-02-05,0,0
,el-salvador,13.7942,-88.8965,2020-02-06,0,0
,el-salvador,13.7942,-88.8965,2020-02-07,0,0
,el-salvador,13.7942,-88.8965,2020-02-08,0,0
,el-salvador,13.7942,-88.8965,2020-02-09,0,0
,el-salvador,13.7942,-88.8965,2020-02-10,0,0
,el-salvador,13.7942,-88.8965,2020-02-11,0,0
,el-salvador,13.7942,-88.8965,2020-02-12,0,0
,el-salvador,13.7942,-88.8965,2020-02-13,0,0
,el-salvador,13.7942,-88.8965,2020-02-14,0,0
,el-salvador,13.7942,-88.8965,2020-02-15,0,0
,el-salvador,13.7942,-88.8965,2020-02-16,0,0
,el-salvador,13.7942,-88.8965,2020-02-17,0,0
,el-salvador,13.7942,-88.8965,2020-02-18,0,0
,el-salvador,13.7942,-88.8965,2020-02-19,0,0
,el-salvador,13.7942,-88.8965,2020-02-20,0,0
,el-salvador,13.7942,-88.8965,2020-02-21,0,0
,el-salvador,13.7942,-88.8965,2020-02-22,0,0
,el-salvador,13.7942,-88.8965,2020-02-23,0,0
,el-salvador,13.7942,-88.8965,2020-02-24,0,0
,el-salvador,13.7942,-88.8965,2020-02-25,0,0
,el-salvador,13.7942,-88.8965,2020-02-26,0,0
,el-salvador,13.7942,-88.8965,2020-02-27,0,0
,el-salvador,13.7942,-88.8965,2020-02-28,0,0
,el-salvador,13.7942,-88.8965,2020-02-29,0,0
,el-salvador,13.7942,-88.8965,2020-03-01,0,0
,el-salvador,13.7942,-88.8965,2020-03-02,0,0
,el-salvador,13.7942,-88.8965,2020-03-03,0,0
,el-salvador,13.7942,-88.8965,2020-03-04,0,0
,el-salvador,13.7942,-88.8965,2020-03-05,0,0
,el-salvador,13.7942,-88.8965,2020-03-06,0,0
,el-salvador,13.7942,-88.8965,2020-03-07,0,0
,el-salvador,13.7942,-88.8965,2020-03-08,0,0
,el-salvador,13.7942,-88.8965,2020-03-09,0,0
,el-salvador,13.7942,-88.8965,2020-03-10,0,0
,el-salvador,13.7942,-88.8965,2020-03-11,0,0
,el-salvador,13.7942,-88.8965,2020-03-12,0,0
,el-salvador,13.7942,-88.8965,2020-03-13,0,0
,el-salvador,13.7942,-88.8965,2020-03-14,0,0
,el-salvador,13.7942,-88.8965,2020-03-15,0,0
,el-salvador,13.7942,-88.8965,2020-03-16,0,0
,el-salvador,13.7942,-88.8965,2020-03-17,0,0
,el-salvador,13.7942,-88.8965,2020-03-18,0,0
,el-salvador,13.7942,-88.8965,2020-03-19,1,1
,el-salvador,13.7942,-88.8965,2020-03-20,1,0
,el-salvador,13.7942,-88.8965,2020-03-21,3,2
,el-salvador,13.7942,-88.8965,2020-03-22,3,0
,el-salvador,13.7942,-88.8965,2020-03-23,3,0
,el-salvador,13.7942,-88.8965,2020-03-24,5,2
,el-salvador,13.7942,-88.8965,2020-03-25,9,4
,el-salvador,13.7942,-88.8965,2020-03-26,13,4
,el-salvador,13.7942,-88.8965,2020-03-27,13,0
,el-salvador,13.7942,-88.8965,2020-03-28,19,6
,el-salvador,13.7942,-88.8965,2020-03-29,24,5
,el-salvador,13.7942,-88.8965,2020-03-30,30,6
,el-salvador,13.7942,-88.8965,2020-03-31,32,2
,el-salvador,13.7942,-88.8965,2020-04-01,32,0
,el-salvador,13.7942,-88.8965,2020-04-02,41,9
,el-salvador,13.7942,-88.8965,2020-04-03,46,5
,el-salvador,13.7942,-88.8965,2020-04-04,56,10
,el-salvador,13.7942,-88.8965,2020-04-05,62,6
,el-salvador,13.7942,-88.8965,2020-04-06,69,7
,el-salvador,13.7942,-88.8965,2020-04-07,78,9
,el-salvador,13.7942,-88.8965,2020-04-08,93,15
,el-salvador,13.7942,-88.8965,2020-04-09,103,10
,el-salvador,13.7942,-88.8965,2020-04-10,117,14
,el-salvador,13.7942,-88.8965,2020-04-11,118,1
,el-salvador,13.7942,-88.8965,2020-04-12,125,7
,el-salvador,13.7942,-88.8965,2020-04-13,137,12
,el-salvador,13.7942,-88.8965,2020-04-14,149,12
,el-salvador,13.7942,-88.8965,2020-04-15,159,10
,el-salvador,13.7942,-88.8965,2020-04-16,164,5
,el-salvador,13.7942,-88.8965,2020-04-17,177,13
,el-salvador,13.7942,-88.8965,2020-04-18,190,13
,el-salvador,13.7942,-88.8965,2020-04-19,201,11
,el-salvador,13.7942,-88.8965,2020-04-20,218,17
,el-salvador,13.7942,-88.8965,2020-04-21,225,7
,el-salvador,13.7942,-88.8965,2020-04-22,237,12
,el-salvador,13.7942,-88.8965,2020-04-23,250,13
,el-salvador,13.7942,-88.8965,2020-04-24,274,24
,el-salvador,13.7942,-88.8965,2020-04-25,274,0
,el-salvador,13.7942,-88.8965,2020-04-26,298,24
,el-salvador,13.7942,-88.8965,2020-04-27,323,25
,el-salvador,13.7942,-88.8965,2020-04-28,345,22
,el-salvador,13.7942,-88.8965,2020-04-29,377,32
,equatorial-guinea,1.5,10.0,2020-01-22,0,0
,equatorial-guinea,1.5,10.0,2020-01-23,0,0
,equatorial-guinea,1.5,10.0,2020-01-24,0,0
,equatorial-guinea,1.5,10.0,2020-01-25,0,0
,equatorial-guinea,1.5,10.0,2020-01-26,0,0
,equatorial-guinea,1.5,10.0,2020-01-27,0,0
,equatorial-guinea,1.5,10.0,2020-01-28,0,0
,equatorial-guinea,1.5,10.0,2020-01-29,0,0
,equatorial-guinea,1.5,10.0,2020-01-30,0,0
,equatorial-guinea,1.5,10.0,2020-01-31,0,0
,equatorial-guinea,1.5,10.0,2020-02-01,0,0
,equatorial-guinea,1.5,10.0,2020-02-02,0,0
,equatorial-guinea,1.5,10.0,2020-02-03,0,0
,equatorial-guinea,1.5,10.0,2020-02-04,0,0
,equatorial-guinea,1.5,10.0,2020-02-05,0,0
,equatorial-guinea,1.5,10.0,2020-02-06,0,0
,equatorial-guinea,1.5,10.0,2020-02-07,0,0
,equatorial-guinea,1.5,10.0,2020-02-08,0,0
,equatorial-guinea,1.5,10.0,2020-02-09,0,0
,equatorial-guinea,1.5,10.0,2020-02-10,0,0
,equatorial-guinea,1.5,10.0,2020-02-11,0,0
,equatorial-guinea,1.5,10.0,2020-02-12,0,0
,equatorial-guinea,1.5,10.0,2020-02-13,0,0
,equatorial-guinea,1.5,10.0,2020-02-14,0,0
,equatorial-guinea,1.5,10.0,2020-02-15,0,0
,equatorial-guinea,1.5,10.0,2020-02-16,0,0
,equatorial-guinea,1.5,10.0,2020-02-17,0,0
,equatorial-guinea,1.5,10.0,2020-02-18,0,0
,equatorial-guinea,1.5,10.0,2020-02-19,0,0
,equatorial-guinea,1.5,10.0,2020-02-20,0,0
,equatorial-guinea,1.5,10.0,2020-02-21,0,0
,equatorial-guinea,1.5,10.0,2020-02-22,0,0
,equatorial-guinea,1.5,10.0,2020-02-23,0,0
,equatorial-guinea,1.5,10.0,2020-02-24,0,0
,equatorial-guinea,1.5,10.0,2020-02-25,0,0
,equatorial-guinea,1.5,10.0,2020-02-26,0,0
,equatorial-guinea,1.5,10.0,2020-02-27,0,0
,equatorial-guinea,1.5,10.0,2020-02-28,0,0
,equatorial-guinea,1.5,10.0,2020-02-29,0,0
,equatorial-guinea,1.5,10.0,2020-03-01,0,0
,equatorial-guinea,1.5,10.0,2020-03-02,0,0
,equatorial-guinea,1.5,10.0,2020-03-03,0,0
,equatorial-guinea,1.5,10.0,2020-03-04,0,0
,equatorial-guinea,1.5,10.0,2020-03-05,0,0
,equatorial-guinea,1.5,10.0,2020-03-06,0,0
,equatorial-guinea,1.5,10.0,2020-03-07,0,0
,equatorial-guinea,1.5,10.0,2020-03-08,0,0
,equatorial-guinea,1.5,10.0,2020-03-09,0,0
,equatorial-guinea,1.5,10.0,2020-03-10,0,0
,equatorial-guinea,1.5,10.0,2020-03-11,0,0
,equatorial-guinea,1.5,10.0,2020-03-12,0,0
,equatorial-guinea,1.5,10.0,2020-03-13,0,0
,equatorial-guinea,1.5,10.0,2020-03-14,0,0
,equatorial-guinea,1.5,10.0,2020-03-15,1,1
,equatorial-guinea,1.5,10.0,2020-03-16,1,0
,equatorial-guinea,1.5,10.0,2020-03-17,1,0
,equatorial-guinea,1.5,10.0,2020-03-18,4,3
,equatorial-guinea,1.5,10.0,2020-03-19,6,2
,equatorial-guinea,1.5,10.0,2020-03-20,6,0
,equatorial-guinea,1.5,10.0,2020-03-21,6,0
,equatorial-guinea,1.5,10.0,2020-03-22,6,0
,equatorial-guinea,1.5,10.0,2020-03-23,9,3
,equatorial-guinea,1.5,10.0,2020-03-24,9,0
,equatorial-guinea,1.5,10.0,2020-03-25,9,0
,equatorial-guinea,1.5,10.0,2020-03-26,12,3
,equatorial-guinea,1.5,10.0,2020-03-27,12,0
,equatorial-guinea,1.5,10.0,2020-03-28,12,0
,equatorial-guinea,1.5,10.0,2020-03-29,12,0
,equatorial-guinea,1.5,10.0,2020-03-30,12,0
,equatorial-guinea,1.5,10.0,2020-03-31,12,0
,equatorial-guinea,1.5,10.0,2020-04-01,15,3
,equatorial-guinea,1.5,10.0,2020-04-02,15,0
,equatorial-guinea,1.5,10.0,2020-04-03,16,1
,equatorial-guinea,1.5,10.0,2020-04-04,16,0
,equatorial-guinea,1.5,10.0,2020-04-05,16,0
,equatorial-guinea,1.5,10.0,2020-04-06,16,0
,equatorial-guinea,1.5,10.0,2020-04-07,16,0
,equatorial-guinea,1.5,10.0,2020-04-08,18,2
,equatorial-guinea,1.5,10.0,2020-04-09,18,0
,equatorial-guinea,1.5,10.0,2020-04-10,18,0
,equatorial-guinea,1.5,10.0,2020-04-11,18,0
,equatorial-guinea,1.5,10.0,2020-04-12,21,3
,equatorial-guinea,1.5,10.0,2020-04-13,21,0
,equatorial-guinea,1.5,10.0,2020-04-14,41,20
,equatorial-guinea,1.5,10.0,2020-04-15,51,10
,equatorial-guinea,1.5,10.0,2020-04-16,51,0
,equatorial-guinea,1.5,10.0,2020-04-17,79,28
,equatorial-guinea,1.5,10.0,2020-04-18,79,0
,equatorial-guinea,1.5,10.0,2020-04-19,79,0
,equatorial-guinea,1.5,10.0,2020-04-20,79,0
,equatorial-guinea,1.5,10.0,2020-04-21,83,4
,equatorial-guinea,1.5,10.0,2020-04-22,84,1
,equatorial-guinea,1.5,10.0,2020-04-23,84,0
,equatorial-guinea,1.5,10.0,2020-04-24,214,130
,equatorial-guinea,1.5,10.0,2020-04-25,258,44
,equatorial-guinea,1.5,10.0,2020-04-26,258,0
,equatorial-guinea,1.5,10.0,2020-04-27,258,0
,equatorial-guinea,1.5,10.0,2020-04-28,315,57
,equatorial-guinea,1.5,10.0,2020-04-29,315,0
,eritrea,15.1794,39.7823,2020-01-22,0,0
,eritrea,15.1794,39.7823,2020-01-23,0,0
,eritrea,15.1794,39.7823,2020-01-24,0,0
,eritrea,15.1794,39.7823,2020-01-25,0,0
,eritrea,15.1794,39.7823,2020-01-26,0,0
,eritrea,15.1794,39.7823,2020-01-27,0,0
,eritrea,15.1794,39.7823,2020-01-28,0,0
,eritrea,15.1794,39.7823,2020-01-29,0,0
,eritrea,15.1794,39.7823,2020-01-30,0,0
,eritrea,15.1794,39.7823,2020-01-31,0,0
,eritrea,15.1794,39.7823,2020-02-01,0,0
,eritrea,15.1794,39.7823,2020-02-02,0,0
,eritrea,15.1794,39.7823,2020-02-03,0,0
,eritrea,15.1794,39.7823,2020-02-04,0,0
,eritrea,15.1794,39.7823,2020-02-05,0,0
,eritrea,15.1794,39.7823,2020-02-06,0,0
,eritrea,15.1794,39.7823,2020-02-07,0,0
,eritrea,15.1794,39.7823,2020-02-08,0,0
,eritrea,15.1794,39.7823,2020-02-09,0,0
,eritrea,15.1794,39.7823,2020-02-10,0,0
,eritrea,15.1794,39.7823,2020-02-11,0,0
,eritrea,15.1794,39.7823,2020-02-12,0,0
,eritrea,15.1794,39.7823,2020-02-13,0,0
,eritrea,15.1794,39.7823,2020-02-14,0,0
,eritrea,15.1794,39.7823,2020-02-15,0,0
,eritrea,15.1794,39.7823,2020-02-16,0,0
,eritrea,15.1794,39.7823,2020-02-17,0,0
,eritrea,15.1794,39.7823,2020-02-18,0,0
,eritrea,15.1794,39.7823,2020-02-19,0,0
,eritrea,15.1794,39.7823,2020-02-20,0,0
,eritrea,15.1794,39.7823,2020-02-21,0,0
,eritrea,15.1794,39.7823,2020-02-22,0,0
,eritrea,15.1794,39.7823,2020-02-23,0,0
,eritrea,15.1794,39.7823,2020-02-24,0,0
,eritrea,15.1794,39.7823,2020-02-25,0,0
,eritrea,15.1794,39.7823,2020-02-26,0,0
,eritrea,15.1794,39.7823,2020-02-27,0,0
,eritrea,15.1794,39.7823,2020-02-28,0,0
,eritrea,15.1794,39.7823,2020-02-29,0,0
,eritrea,15.1794,39.7823,2020-03-01,0,0
,eritrea,15.1794,39.7823,2020-03-02,0,0
,eritrea,15.1794,39.7823,2020-03-03,0,0
,eritrea,15.1794,39.7823,2020-03-04,0,0
,eritrea,15.1794,39.7823,2020-03-05,0,0
,eritrea,15.1794,39.7823,2020-03-06,0,0
,eritrea,15.1794,39.7823,2020-03-07,0,0
,eritrea,15.1794,39.7823,2020-03-08,0,0
,eritrea,15.1794,39.7823,2020-03-09,0,0
,eritrea,15.1794,39.7823,2020-03-10,0,0
,eritrea,15.1794,39.7823,2020-03-11,0,0
,eritrea,15.1794,39.7823,2020-03-12,0,0
,eritrea,15.1794,39.7823,2020-03-13,0,0
,eritrea,15.1794,39.7823,2020-03-14,0,0
,eritrea,15.1794,39.7823,2020-03-15,0,0
,eritrea,15.1794,39.7823,2020-03-16,0,0
,eritrea,15.1794,39.7823,2020-03-17,0,0
,eritrea,15.1794,39.7823,2020-03-18,0,0
,eritrea,15.1794,39.7823,2020-03-19,0,0
,eritrea,15.1794,39.7823,2020-03-20,0,0
,eritrea,15.1794,39.7823,2020-03-21,1,1
,eritrea,15.1794,39.7823,2020-03-22,1,0
,eritrea,15.1794,39.7823,2020-03-23,1,0
,eritrea,15.1794,39.7823,2020-03-24,1,0
,eritrea,15.1794,39.7823,2020-03-25,4,3
,eritrea,15.1794,39.7823,2020-03-26,6,2
,eritrea,15.1794,39.7823,2020-03-27,6,0
,eritrea,15.1794,39.7823,2020-03-28,6,0
,eritrea,15.1794,39.7823,2020-03-29,12,6
,eritrea,15.1794,39.7823,2020-03-30,12,0
,eritrea,15.1794,39.7823,2020-03-31,15,3
,eritrea,15.1794,39.7823,2020-04-01,15,0
,eritrea,15.1794,39.7823,2020-04-02,22,7
,eritrea,15.1794,39.7823,2020-04-03,22,0
,eritrea,15.1794,39.7823,2020-04-04,29,7
,eritrea,15.1794,39.7823,2020-04-05,29,0
,eritrea,15.1794,39.7823,2020-04-06,31,2
,eritrea,15.1794,39.7823,2020-04-07,31,0
,eritrea,15.1794,39.7823,2020-04-08,33,2
,eritrea,15.1794,39.7823,2020-04-09,33,0
,eritrea,15.1794,39.7823,2020-04-10,34,1
,eritrea,15.1794,39.7823,2020-04-11,34,0
,eritrea,15.1794,39.7823,2020-04-12,34,0
,eritrea,15.1794,39.7823,2020-04-13,34,0
,eritrea,15.1794,39.7823,2020-04-14,34,0
,eritrea,15.1794,39.7823,2020-04-15,35,1
,eritrea,15.1794,39.7823,2020-04-16,35,0
,eritrea,15.1794,39.7823,2020-04-17,35,0
,eritrea,15.1794,39.7823,2020-04-18,39,4
,eritrea,15.1794,39.7823,2020-04-19,39,0
,eritrea,15.1794,39.7823,2020-04-20,39,0
,eritrea,15.1794,39.7823,2020-04-21,39,0
,eritrea,15.1794,39.7823,2020-04-22,39,0
,eritrea,15.1794,39.7823,2020-04-23,39,0
,eritrea,15.1794,39.7823,2020-04-24,39,0
,eritrea,15.1794,39.7823,2020-04-25,39,0
,eritrea,15.1794,39.7823,2020-04-26,39,0
,eritrea,15.1794,39.7823,2020-04-27,39,0
,eritrea,15.1794,39.7823,2020-04-28,39,0
,eritrea,15.1794,39.7823,2020-04-29,39,0
,estonia,58.5953,25.0136,2020-01-22,0,0
,estonia,58.5953,25.0136,2020-01-23,0,0
,estonia,58.5953,25.0136,2020-01-24,0,0
,estonia,58.5953,25.0136,2020-01-25,0,0
,estonia,58.5953,25.0136,2020-01-26,0,0
,estonia,58.5953,25.0136,2020-01-27,0,0
,estonia,58.5953,25.0136,2020-01-28,0,0
,estonia,58.5953,25.0136,2020-01-29,0,0
,estonia,58.5953,25.0136,2020-01-30,0,0
,estonia,58.5953,25.0136,2020-01-31,0,0
,estonia,58.5953,25.0136,2020-02-01,0,0
,estonia,58.5953,25.0136,2020-02-02,0,0
,estonia,58.5953,25.0136,2020-02-03,0,0
,estonia,58.5953,25.0136,2020-02-04,0,0
,estonia,58.5953,25.0136,2020-02-05,0,0
,estonia,58.5953,25.0136,2020-02-06,0,0
,estonia,58.5953,25.0136,2020-02-07,0,0
,estonia,58.5953,25.0136,2020-02-08,0,0
,estonia,58.5953,25.0136,2020-02-09,0,0
,estonia,58.5953,25.0136,2020-02-10,0,0
,estonia,58.5953,25.0136,2020-02-11,0,0
,estonia,58.5953,25.0136,2020-02-12,0,0
,estonia,58.5953,25.0136,2020-02-13,0,0
,estonia,58.5953,25.0136,2020-02-14,0,0
,estonia,58.5953,25.0136,2020-02-15,0,0
,estonia,58.5953,25.0136,2020-02-16,0,0
,estonia,58.5953,25.0136,2020-02-17,0,0
,estonia,58.5953,25.0136,2020-02-18,0,0
,estonia,58.5953,25.0136,2020-02-19,0,0
,estonia,58.5953,25.0136,2020-02-20,0,0
,estonia,58.5953,25.0136,2020-02-21,0,0
,estonia,58.5953,25.0136,2020-02-22,0,0
,estonia,58.5953,25.0136,2020-02-23,0,0
,estonia,58.5953,25.0136,2020-02-24,0,0
,estonia,58.5953,25.0136,2020-02-25,0,0
,estonia,58.5953,25.0136,2020-02-26,0,0
,estonia,58.5953,25.0136,2020-02-27,1,1
,estonia,58.5953,25.0136,2020-02-28,1,0
,estonia,58.5953,25.0136,2020-02-29,1,0
,estonia,58.5953,25.0136,2020-03-01,1,0
,estonia,58.5953,25.0136,2020-03-02,1,0
,estonia,58.5953,25.0136,2020-03-03,2,1
,estonia,58.5953,25.0136,2020-03-04,2,0
,estonia,58.5953,25.0136,2020-03-05,3,1
,estonia,58.5953,25.0136,2020-03-06,10,7
,estonia,58.5953,25.0136,2020-03-07,10,0
,estonia,58.5953,25.0136,2020-03-08,10,0
,estonia,58.5953,25.0136,2020-03-09,10,0
,estonia,58.5953,25.0136,2020-03-10,12,2
,estonia,58.5953,25.0136,2020-03-11,16,4
,estonia,58.5953,25.0136,2020-03-12,16,0
,estonia,58.5953,25.0136,2020-03-13,79,63
,estonia,58.5953,25.0136,2020-03-14,115,36
,estonia,58.5953,25.0136,2020-03-15,171,56
,estonia,58.5953,25.0136,2020-03-16,205,34
,estonia,58.5953,25.0136,2020-03-17,225,20
,estonia,58.5953,25.0136,2020-03-18,258,33
,estonia,58.5953,25.0136,2020-03-19,267,9
,estonia,58.5953,25.0136,2020-03-20,283,16
,estonia,58.5953,25.0136,2020-03-21,306,23
,estonia,58.5953,25.0136,2020-03-22,326,20
,estonia,58.5953,25.0136,2020-03-23,352,26
,estonia,58.5953,25.0136,2020-03-24,369,17
,estonia,58.5953,25.0136,2020-03-25,404,35
,estonia,58.5953,25.0136,2020-03-26,538,134
,estonia,58.5953,25.0136,2020-03-27,575,37
,estonia,58.5953,25.0136,2020-03-28,645,70
,estonia,58.5953,25.0136,2020-03-29,679,34
,estonia,58.5953,25.0136,2020-03-30,715,36
,estonia,58.5953,25.0136,2020-03-31,745,30
,estonia,58.5953,25.0136,2020-04-01,779,34
,estonia,58.5953,25.0136,2020-04-02,858,79
,estonia,58.5953,25.0136,2020-04-03,961,103
,estonia,58.5953,25.0136,2020-04-04,1039,78
,estonia,58.5953,25.0136,2020-04-05,1097,58
,estonia,58.5953,25.0136,2020-04-06,1108,11
,estonia,58.5953,25.0136,2020-04-07,1149,41
,estonia,58.5953,25.0136,2020-04-08,1185,36
,estonia,58.5953,25.0136,2020-04-09,1207,22
,estonia,58.5953,25.0136,2020-04-10,1258,51
,estonia,58.5953,25.0136,2020-04-11,1304,46
,estonia,58.5953,25.0136,2020-04-12,1309,5
,estonia,58.5953,25.0136,2020-04-13,1332,23
,estonia,58.5953,25.0136,2020-04-14,1373,41
,estonia,58.5953,25.0136,2020-04-15,1400,27
,estonia,58.5953,25.0136,2020-04-16,1434,34
,estonia,58.5953,25.0136,2020-04-17,1459,25
,estonia,58.5953,25.0136,2020-04-18,1512,53
,estonia,58.5953,25.0136,2020-04-19,1528,16
,estonia,58.5953,25.0136,2020-04-20,1535,7
,estonia,58.5953,25.0136,2020-04-21,1552,17
,estonia,58.5953,25.0136,2020-04-22,1559,7
,estonia,58.5953,25.0136,2020-04-23,1592,33
,estonia,58.5953,25.0136,2020-04-24,1605,13
,estonia,58.5953,25.0136,2020-04-25,1635,30
,estonia,58.5953,25.0136,2020-04-26,1643,8
,estonia,58.5953,25.0136,2020-04-27,1647,4
,estonia,58.5953,25.0136,2020-04-28,1660,13
,estonia,58.5953,25.0136,2020-04-29,1666,6
,eswatini,-26.5225,31.4659,2020-01-22,0,0
,eswatini,-26.5225,31.4659,2020-01-23,0,0
,eswatini,-26.5225,31.4659,2020-01-24,0,0
,eswatini,-26.5225,31.4659,2020-01-25,0,0
,eswatini,-26.5225,31.4659,2020-01-26,0,0
,eswatini,-26.5225,31.4659,2020-01-27,0,0
,eswatini,-26.5225,31.4659,2020-01-28,0,0
,eswatini,-26.5225,31.4659,2020-01-29,0,0
,eswatini,-26.5225,31.4659,2020-01-30,0,0
,eswatini,-26.5225,31.4659,2020-01-31,0,0
,eswatini,-26.5225,31.4659,2020-02-01,0,0
,eswatini,-26.5225,31.4659,2020-02-02,0,0
,eswatini,-26.5225,31.4659,2020-02-03,0,0
,eswatini,-26.5225,31.4659,2020-02-04,0,0
,eswatini,-26.5225,31.4659,2020-02-05,0,0
,eswatini,-26.5225,31.4659,2020-02-06,0,0
,eswatini,-26.5225,31.4659,2020-02-07,0,0
,eswatini,-26.5225,31.4659,2020-02-08,0,0
,eswatini,-26.5225,31.4659,2020-02-09,0,0
,eswatini,-26.5225,31.4659,2020-02-10,0,0
,eswatini,-26.5225,31.4659,2020-02-11,0,0
,eswatini,-26.5225,31.4659,2020-02-12,0,0
,eswatini,-26.5225,31.4659,2020-02-13,0,0
,eswatini,-26.5225,31.4659,2020-02-14,0,0
,eswatini,-26.5225,31.4659,2020-02-15,0,0
,eswatini,-26.5225,31.4659,2020-02-16,0,0
,eswatini,-26.5225,31.4659,2020-02-17,0,0
,eswatini,-26.5225,31.4659,2020-02-18,0,0
,eswatini,-26.5225,31.4659,2020-02-19,0,0
,eswatini,-26.5225,31.4659,2020-02-20,0,0
,eswatini,-26.5225,31.4659,2020-02-21,0,0
,eswatini,-26.5225,31.4659,2020-02-22,0,0
,eswatini,-26.5225,31.4659,2020-02-23,0,0
,eswatini,-26.5225,31.4659,2020-02-24,0,0
,eswatini,-26.5225,31.4659,2020-02-25,0,0
,eswatini,-26.5225,31.4659,2020-02-26,0,0
,eswatini,-26.5225,31.4659,2020-02-27,0,0
,eswatini,-26.5225,31.4659,2020-02-28,0,0
,eswatini,-26.5225,31.4659,2020-02-29,0,0
,eswatini,-26.5225,31.4659,2020-03-01,0,0
,eswatini,-26.5225,31.4659,2020-03-02,0,0
,eswatini,-26.5225,31.4659,2020-03-03,0,0
,eswatini,-26.5225,31.4659,2020-03-04,0,0
,eswatini,-26.5225,31.4659,2020-03-05,0,0
,eswatini,-26.5225,31.4659,2020-03-06,0,0
,eswatini,-26.5225,31.4659,2020-03-07,0,0
,eswatini,-26.5225,31.4659,2020-03-08,0,0
,eswatini,-26.5225,31.4659,2020-03-09,0,0
,eswatini,-26.5225,31.4659,2020-03-10,0,0
,eswatini,-26.5225,31.4659,2020-03-11,0,0
,eswatini,-26.5225,31.4659,2020-03-12,0,0
,eswatini,-26.5225,31.4659,2020-03-13,0,0
,eswatini,-26.5225,31.4659,2020-03-14,1,1
,eswatini,-26.5225,31.4659,2020-03-15,1,0
,eswatini,-26.5225,31.4659,2020-03-16,1,0
,eswatini,-26.5225,31.4659,2020-03-17,1,0
,eswatini,-26.5225,31.4659,2020-03-18,1,0
,eswatini,-26.5225,31.4659,2020-03-19,1,0
,eswatini,-26.5225,31.4659,2020-03-20,1,0
,eswatini,-26.5225,31.4659,2020-03-21,1,0
,eswatini,-26.5225,31.4659,2020-03-22,4,3
,eswatini,-26.5225,31.4659,2020-03-23,4,0
,eswatini,-26.5225,31.4659,2020-03-24,4,0
,eswatini,-26.5225,31.4659,2020-03-25,4,0
,eswatini,-26.5225,31.4659,2020-03-26,6,2
,eswatini,-26.5225,31.4659,2020-03-27,9,3
,eswatini,-26.5225,31.4659,2020-03-28,9,0
,eswatini,-26.5225,31.4659,2020-03-29,9,0
,eswatini,-26.5225,31.4659,2020-03-30,9,0
,eswatini,-26.5225,31.4659,2020-03-31,9,0
,eswatini,-26.5225,31.4659,2020-04-01,9,0
,eswatini,-26.5225,31.4659,2020-04-02,9,0
,eswatini,-26.5225,31.4659,2020-04-03,9,0
,eswatini,-26.5225,31.4659,2020-04-04,9,0
,eswatini,-26.5225,31.4659,2020-04-05,9,0
,eswatini,-26.5225,31.4659,2020-04-06,10,1
,eswatini,-26.5225,31.4659,2020-04-07,10,0
,eswatini,-26.5225,31.4659,2020-04-08,12,2
,eswatini,-26.5225,31.4659,2020-04-09,12,0
,eswatini,-26.5225,31.4659,2020-04-10,12,0
,eswatini,-26.5225,31.4659,2020-04-11,12,0
,eswatini,-26.5225,31.4659,2020-04-12,14,2
,eswatini,-26.5225,31.4659,2020-04-13,15,1
,eswatini,-26.5225,31.4659,2020-04-14,15,0
,eswatini,-26.5225,31.4659,2020-04-15,15,0
,eswatini,-26.5225,31.4659,2020-04-16,16,1
,eswatini,-26.5225,31.4659,2020-04-17,16,0
,eswatini,-26.5225,31.4659,2020-04-18,22,6
